payment_id,account_id,recipient,amount,payment_date,payment_method
1200,15974,Hopkins-Lopez,8687.0,2019-11-08,Debit Card
1205,41880,White PLC,395345.0,2014-08-10,Mobile Payment
1209,36762,Harris Inc,158103.0,2005-11-07,Cash
1210,33894,Ward Inc,71038.0,2004-05-05,Cash
1212,54878,Fitzgerald-Stewart,718310767.0,2005-12-11,Prepaid Card
1217,9671,Love-Wood,25.0,1984-11-23,Bank Transfer
1220,39287,Robertson PLC,63560.0,2003-02-21,Contactless Card
1222,61581,"Moreno, Martinez and Ware",1456.0,2007-05-18,Check
1224,6008,Thomas-Carter,812.0,2008-12-27,Contactless Card
1228,58777,"Baldwin, Valdez and Simpson",26828.0,1987-03-04,Mobile Payment
1233,56975,Thomas-Adkins,7.0,2007-12-25,Debit Card
1239,27427,"Jackson, Torres and Phillips",5.0,1989-04-21,Cash
1240,53861,Joseph and Sons,713981.0,1978-08-02,Debit Card
1245,11062,"Hill, Thomas and Johnson",854547471.0,1973-04-15,Bank Transfer
1246,15674,Page Inc,941.0,1974-07-14,Cash
1247,64759,"Davis, Mason and Brown",182574160.0,1977-04-23,Contactless Card
1250,29915,Montgomery LLC,32139.0,1989-08-01,Cryptocurrency
1252,4082,Sullivan-Leonard,99328.0,1992-05-15,E-wallet
1254,37782,"Hernandez, Chapman and Hill",5.0,1998-05-18,Mobile Payment
1259,18714,Bryant-Knapp,667783.0,2003-05-18,Bank Transfer
1265,33013,Gomez PLC,8.0,1980-11-21,Check
1266,18556,Walker-Baker,34.0,2016-01-15,Cash
1272,52254,Medina Ltd,43034.0,2017-11-25,Contactless Card
1273,36007,Robinson-Glenn,3963608.0,1998-01-21,Credit Card
1274,28212,Francis LLC,9.0,2018-05-17,Check
1278,28373,"Combs, Mccann and Camacho",163.0,1975-06-11,Cryptocurrency
1280,32454,Kim LLC,9065.0,2012-04-19,Cryptocurrency
1282,17132,Dunn LLC,76009.0,2001-04-19,Debit Card
1289,53812,Wheeler-Ellis,51.0,1981-08-21,Mobile Payment
1290,17715,Harper and Sons,6072.0,2007-03-02,Prepaid Card
1297,5909,"Morales, Chang and Torres",4.0,1992-12-02,Cryptocurrency
1300,57325,"Zimmerman, Crawford and Figueroa",357.0,1986-03-11,Contactless Card
1302,18316,Rodriguez Group,251.0,2004-03-13,Prepaid Card
1304,52443,Carson-Spencer,7.0,1977-11-26,Cash
1305,53979,"Werner, Brown and Duarte",605611707.0,2023-06-12,Debit Card
1307,39128,Martinez-Brown,70123885.0,1999-06-10,Bank Transfer
1312,1427,Robbins Inc,928.0,2015-10-02,Credit Card
1313,48596,Howard-Dunn,3.0,1982-07-12,Contactless Card
1315,18265,Saunders-Castillo,60320300.0,1983-06-14,Contactless Card
1319,36119,"Richards, Johnson and Pope",671784.0,2004-08-13,Credit Card
1321,15173,Chandler-Hernandez,1.0,1994-10-03,Bank Transfer
1322,39382,"Cooper, Green and Ferguson",68.0,2016-11-24,Cryptocurrency
1330,19256,Morgan-Porter,99651299.0,1975-04-17,Prepaid Card
1331,29700,Berry-Clark,30227.0,1985-10-17,Prepaid Card
1333,27565,Williams Group,4.0,2016-05-13,Bank Transfer
1334,1787,"Lyons, Washington and Guzman",1.0,2006-09-13,Cash
1338,64671,Thomas-Dunlap,388702.0,1974-09-01,Cryptocurrency
1339,18016,"Davis, Matthews and Johns",2237.0,1974-09-13,Cash
1340,51152,Carr Ltd,71.0,2013-08-10,Debit Card
1341,13889,Wood and Sons,3047392.0,1982-02-22,Prepaid Card
1343,14654,"Guerrero, Miller and Stewart",60126047.0,2019-08-01,Debit Card
1344,9975,"Bailey, Ayers and Phillips",39.0,1982-05-17,Mobile Payment
1345,18238,Scott-Reeves,997.0,2021-11-07,Check
1347,6911,"Williams, Villanueva and Lewis",5619237.0,1976-01-26,Debit Card
1353,10899,"West, Mathews and Mercer",249.0,1997-12-09,Credit Card
1354,10914,Harrison Ltd,234218600.0,1991-05-29,Cash
1355,3663,Garcia-Garcia,0.0,1970-12-01,Check
1359,41935,Martin Ltd,16.0,2015-02-23,Prepaid Card
1361,47152,"Alexander, Bailey and Hubbard",65193.0,1986-04-23,Cash
1362,65351,Peck-Perkins,7054.0,2021-03-13,Cryptocurrency
1363,16774,Martin-Barton,544.0,2005-08-01,Debit Card
1364,63705,Reed-Hunt,40270.0,2013-07-18,Prepaid Card
1365,49963,Jones-Benson,14643.0,2005-12-28,Bank Transfer
1367,254,Patterson and Sons,863395.0,1979-03-29,Cryptocurrency
1369,27658,"Anderson, Mccullough and Ortega",3.0,1976-12-20,Prepaid Card
1379,11776,"Scott, George and Foster",98958275.0,2007-04-04,Contactless Card
1380,15366,"Savage, Bennett and Hunt",868.0,1981-01-07,Credit Card
1383,57772,"Mcdonald, Lopez and Dixon",60017.0,1970-08-18,Cash
1386,42459,Castro-Graham,398.0,1993-09-27,Credit Card
1388,63828,Black-Howell,93199.0,2006-12-26,Cash
1391,13970,"Mccoy, Griffin and Williams",40223496.0,1991-07-26,Bank Transfer
1394,24131,Smith-Scott,4.0,2008-06-23,Bank Transfer
1399,54898,Burns Inc,843.0,2011-10-17,Mobile Payment
1400,1423,"Reyes, Edwards and Rodriguez",541441.0,2012-05-12,Prepaid Card
1401,52469,Rubio Inc,6.0,1993-04-25,Check
1403,44734,Thomas-Mercer,494061462.0,1998-07-18,Contactless Card
1406,20743,Atkinson-Smith,23455915.0,1984-06-06,Bank Transfer
1408,8142,Rodriguez and Sons,817136.0,2009-06-30,Contactless Card
1411,11723,Abbott-Garcia,2121634.0,1979-02-14,Mobile Payment
1420,14979,"Bean, Johnson and Ross",88.0,1994-01-30,Bank Transfer
1422,12423,Williams LLC,26.0,1977-07-25,Cryptocurrency
1423,51019,Rollins Group,39328.0,2016-06-18,E-wallet
1427,45059,Moreno-Kelly,813733.0,1996-06-09,Cryptocurrency
1432,40409,Gibson-Zimmerman,876.0,1979-02-24,Cash
1436,62444,Walker Group,2.0,1983-08-13,Credit Card
1437,48835,Martin LLC,46497302.0,1996-08-03,Credit Card
1439,26895,Chavez Inc,802058.0,2000-03-24,Prepaid Card
1441,6220,Davis Ltd,28963.0,1973-04-17,Bank Transfer
1442,55043,Schmidt-Ruiz,16397.0,1984-06-27,Cryptocurrency
1445,22950,Moore-Harris,45856568.0,2003-05-12,Cash
1448,6533,"Mcknight, Preston and Ford",223.0,1989-06-03,Credit Card
1449,29070,"Jackson, Ho and Townsend",500.0,1973-03-29,Prepaid Card
1454,54845,Wade-Randolph,29080703.0,1986-12-12,Contactless Card
1456,39472,"Knight, Gonzales and Larson",83.0,1982-03-12,Cryptocurrency
1459,2159,Bell PLC,703903.0,1974-02-21,Debit Card
1462,44729,Smith Ltd,45376.0,1999-02-14,Mobile Payment
1466,56464,Flores Ltd,770681.0,2004-02-03,Cryptocurrency
1467,62875,Reed PLC,8.0,2006-08-30,Mobile Payment
1470,55365,"Hampton, Wilson and Berg",1.0,2002-10-01,Prepaid Card
1472,45834,"Williams, Bell and Aguilar",752870.0,1986-04-17,Cryptocurrency
1479,7950,Brown Inc,3447634.0,2016-03-22,Mobile Payment
1482,10085,"Deleon, Gonzalez and Sims",91276.0,1985-06-22,Contactless Card
1483,36918,"Scott, Ramos and Sanchez",0.0,1990-05-24,Check
1485,20928,Faulkner-Bryant,535734.0,1970-07-06,Debit Card
1486,64151,"Martinez, Bowers and Roman",51485486.0,1990-02-15,Bank Transfer
1488,26321,Kelly LLC,6.0,1977-01-07,Debit Card
1489,61390,Garcia-Meyer,7.0,1998-07-09,Check
1491,8457,"Cain, Brown and Donovan",45093.0,1992-07-26,Credit Card
1494,20422,Johnson Group,452564.0,1986-04-02,Credit Card
1498,38955,"Barker, Richardson and Maynard",724.0,1972-11-06,Credit Card
1499,8167,Johns PLC,901877.0,2005-09-02,E-wallet
1501,25228,Baker Group,638.0,2016-01-01,Debit Card
1502,19971,Diaz-Ross,4.0,2002-10-17,Cryptocurrency
1505,64872,Dominguez-Hancock,23555.0,1991-11-04,Mobile Payment
1506,40354,White-Allen,0.0,2008-04-26,Cash
1512,7201,Miller and Sons,67.0,2022-08-06,Bank Transfer
1514,32496,Grimes-Harris,53949809.0,1980-09-28,Check
1521,60022,"Tran, Williams and Hawkins",58.0,2021-11-19,Cryptocurrency
1529,410,"Cooper, Perez and Morris",144.0,1992-04-12,Bank Transfer
1531,29148,"Morales, White and Morgan",3.0,1990-03-07,Bank Transfer
1533,36785,Griffith-Small,167913.0,1972-10-24,Contactless Card
1535,19068,Johnson-Burgess,4479.0,2022-02-17,Cryptocurrency
1540,14027,Jimenez-Johnston,641.0,1973-02-06,Bank Transfer
1545,18065,Patel Inc,565336.0,2011-09-23,Bank Transfer
1546,62686,Smith-Smith,484882.0,1970-11-21,E-wallet
1547,13826,"Sanchez, Townsend and Fox",79808.0,2021-07-13,Prepaid Card
1548,48709,"Beard, Burton and Phelps",4374882.0,2018-02-28,Contactless Card
1551,3729,Christian-Daniel,97665709.0,2002-05-23,Prepaid Card
1552,40293,Johnson Group,699114.0,1971-01-23,Cryptocurrency
1553,53159,Spence-Davidson,1.0,2013-05-20,Contactless Card
1555,15542,Cobb-Gray,905433061.0,2011-11-23,Credit Card
1557,14992,Lewis-Kline,52.0,2002-09-09,Debit Card
1558,25602,"Johnson, Bradley and Baker",231478.0,1972-02-17,Contactless Card
1559,29443,Spears-Brown,3217.0,2013-07-22,Contactless Card
1561,61476,Phillips PLC,7981886.0,1973-04-18,Credit Card
1566,33581,Wood LLC,15493.0,2016-10-21,Debit Card
1568,64554,Edwards-Owens,74.0,1998-01-20,Prepaid Card
1573,2558,"James, Martin and Ortega",673.0,2008-05-07,Credit Card
1574,13987,Collins-Miller,3772519.0,1979-04-06,Debit Card
1575,63607,"Young, Ibarra and Sanders",4769.0,1976-06-25,Cash
1576,22892,"Henderson, Taylor and Kelley",87430856.0,1982-03-28,Credit Card
1581,27763,Johnson-Scott,12597642.0,1986-06-18,E-wallet
1589,64064,Fowler Group,95.0,2016-01-31,Mobile Payment
1591,65248,Donaldson Group,55531.0,1981-12-27,Mobile Payment
1592,53526,Kelly-Bradley,90662467.0,1997-06-21,Cash
1597,52461,"Carter, Jordan and Sawyer",103042.0,1999-05-29,Bank Transfer
1599,64515,Mccullough-Johnson,577626525.0,1987-12-14,Cash
1600,16670,Torres Inc,82.0,2006-12-04,Debit Card
1601,21125,Goodman Group,1.0,2006-06-10,Contactless Card
1605,9898,Morgan-Taylor,6703456.0,1973-06-25,Debit Card
1609,4015,Hensley-Washington,41848.0,1981-05-09,Bank Transfer
1610,47179,West-James,36.0,1979-06-29,Cash
1619,50033,"Armstrong, Roth and Nolan",860997.0,1990-05-16,Check
1622,49826,Brown-Townsend,1762411.0,2003-06-22,Check
1623,43760,"Hardin, Jensen and Smith",8249528.0,1981-12-10,Credit Card
1625,17902,"Jenkins, Wallace and Walls",15823.0,2010-03-06,Bank Transfer
1626,3924,Henson-Williams,64.0,1976-01-05,Bank Transfer
1627,18398,"Johnson, Stevens and Downs",758817.0,1976-11-25,Cryptocurrency
1633,13588,"Knight, Mack and Baker",62.0,1999-02-01,Credit Card
1636,8464,Perkins PLC,574.0,1983-11-10,Check
1644,6398,"Garcia, Ward and Blake",98331.0,1996-01-09,Debit Card
1645,17872,Larsen Ltd,68635.0,1990-03-04,Credit Card
1646,33484,Fisher-Cantrell,7.0,1981-02-04,Check
1652,61439,"Murphy, Irwin and Thomas",250.0,1985-08-04,E-wallet
1657,60844,"Ferrell, Jones and Sherman",33.0,1975-09-02,Prepaid Card
1658,22388,"Townsend, Campos and Hughes",610028.0,1995-07-28,Cryptocurrency
1666,16054,Carroll LLC,3317341.0,1970-09-26,Contactless Card
1677,64624,Reese PLC,478.0,2005-07-17,Credit Card
1679,27199,"Foster, Potter and Montgomery",45123029.0,1978-01-08,Cryptocurrency
1689,57294,Nelson Inc,336757.0,1999-11-04,Cryptocurrency
1691,50327,Green PLC,12318024.0,1994-08-20,Contactless Card
1694,16014,Petty-Evans,401634.0,1982-12-17,Cryptocurrency
1695,49721,Lewis-Jennings,71609.0,2019-12-05,Credit Card
1696,64039,Taylor-Snyder,41.0,2010-03-23,Mobile Payment
1701,5162,"Thompson, Hernandez and Fisher",2975.0,1983-01-02,Prepaid Card
1703,49591,Crawford-Gibbs,125223.0,1975-08-02,E-wallet
1708,62073,Morgan PLC,459441487.0,2003-05-21,Cash
1711,56750,"Haynes, Wallace and Brown",8557.0,1972-06-08,Mobile Payment
1712,17146,Hall Group,32070971.0,1982-03-05,Credit Card
1714,27601,"Cunningham, Haynes and Walker",5.0,1982-08-21,Prepaid Card
1717,62915,Braun Inc,8174.0,1970-06-09,Cryptocurrency
1725,27968,Jones Inc,2233749.0,2023-02-27,Cryptocurrency
1731,64508,Foster-Cain,5.0,1980-08-07,Prepaid Card
1732,50834,"Webb, Hill and Rivera",2.0,2003-06-15,Mobile Payment
1734,8730,"Garza, Chapman and Ford",99138.0,2011-06-10,E-wallet
1736,14339,Thompson-Escobar,913030330.0,1990-07-31,Credit Card
1738,39485,"Mejia, Williams and Lewis",437420.0,1999-10-01,Cash
1739,50453,Schmidt Inc,138892.0,1977-11-17,E-wallet
1740,35032,"Torres, Larson and Clark",5802.0,2002-10-21,Mobile Payment
1742,2429,Walton and Sons,735027797.0,1992-02-15,Cash
1743,19885,Morgan and Sons,274.0,2011-12-11,Bank Transfer
1746,30083,"Torres, Fuentes and Davis",82.0,2023-01-07,Contactless Card
1750,56910,Pratt-Baker,11.0,2005-05-28,Debit Card
1751,23089,Smith-Ramirez,182304590.0,2008-09-30,Cryptocurrency
1754,28094,Hull PLC,14615632.0,1996-10-02,Cryptocurrency
1755,29316,Wilkerson-Berry,83973.0,2016-02-23,Bank Transfer
1760,6395,"Cooke, Robinson and Yang",3332060.0,1979-02-02,Contactless Card
1771,50823,Hood Inc,49806533.0,1985-09-15,Check
1774,16170,Mendoza Group,55040.0,2023-04-08,Prepaid Card
1780,11408,Underwood-Bates,0.0,2020-05-21,Cash
1782,5152,Estrada PLC,37557325.0,2003-05-29,Prepaid Card
1783,64268,Hudson and Sons,119.0,1976-11-29,Prepaid Card
1786,45825,Silva-Cline,3562446.0,2011-08-21,Bank Transfer
1788,17853,"Russell, Wilson and Spence",398228.0,1981-07-23,Cryptocurrency
1790,53523,Gomez-Harmon,48.0,2017-05-04,Prepaid Card
1791,14429,Hardin-Anderson,17.0,1979-11-03,Contactless Card
1792,33331,Raymond PLC,61.0,1991-03-07,Contactless Card
1794,26432,Ford Group,3.0,2008-12-28,Cash
1796,52599,Schmidt-Bush,74.0,2016-12-28,Prepaid Card
1801,42278,"Pierce, Li and Brown",742033839.0,1991-09-30,Mobile Payment
1809,59584,Schneider Inc,61.0,2017-05-25,Bank Transfer
1813,62879,Butler-Olson,46.0,1976-02-24,Credit Card
1820,63675,Johnson-Huber,73738733.0,1971-02-19,Debit Card
1824,13927,Jones LLC,739.0,1998-08-05,Mobile Payment
1827,46439,"Smith, Martin and Moss",2.0,2020-05-06,Cryptocurrency
1829,57477,Moore-Watts,63758.0,1995-10-24,Debit Card
1832,23417,Anderson Ltd,0.0,1992-07-07,Check
1834,55470,Johnston-Leonard,110204219.0,1985-01-10,Credit Card
1835,59145,"Guzman, House and White",377027655.0,1979-01-17,Bank Transfer
1836,35834,Obrien Inc,450.0,1996-07-04,Bank Transfer
1839,25133,"Haynes, Luna and Mcfarland",65085560.0,1995-02-24,Prepaid Card
1840,15728,Murphy-Brown,202435752.0,2015-02-16,E-wallet
1846,16070,"Fisher, Barr and Townsend",1533.0,2018-11-18,Credit Card
1853,35473,Jackson PLC,95032449.0,2018-12-04,Prepaid Card
1854,36795,"Mercado, Anderson and Alvarez",470839919.0,1982-09-14,Mobile Payment
1858,11998,Williams-Rice,3811667.0,1970-09-06,Bank Transfer
1861,57964,Ingram-Buchanan,44711695.0,1971-12-15,Cryptocurrency
1866,24296,Brown Inc,9051.0,2004-06-18,Mobile Payment
1871,55270,Hansen Ltd,53989991.0,1999-04-17,E-wallet
1874,30221,"Reyes, Reid and Rivers",470386893.0,2001-01-02,Credit Card
1876,42074,"Frost, Mcdonald and Dennis",6562.0,2018-12-01,Debit Card
1877,21194,Tucker-Vasquez,22.0,1995-02-24,E-wallet
1884,12533,"Lewis, Miller and Martinez",383807.0,1985-12-24,E-wallet
1886,40063,Hernandez Ltd,89918347.0,1978-04-17,Check
1888,53179,"Martinez, Dalton and Hartman",3.0,2016-09-08,Debit Card
1890,15085,"Scott, Hanson and Long",8103.0,1975-09-09,Contactless Card
1891,56125,Martinez and Sons,50137356.0,1998-05-25,Cash
1894,19125,"Mcclain, Hernandez and King",624.0,2008-04-13,Credit Card
1896,56372,Blackwell-Alvarado,7458.0,2014-04-29,Cryptocurrency
1899,11225,Ortiz-Morris,63258.0,1995-10-30,Prepaid Card
1912,26384,Gibson PLC,9.0,1976-11-20,Check
1913,37099,Johnson Group,7175.0,1988-07-26,Cash
1914,20991,"Carey, Duncan and Foley",29.0,1971-12-15,Cryptocurrency
1915,55787,Bennett PLC,578.0,2002-01-17,Credit Card
1916,26444,"Peterson, Stanley and Wood",141498.0,1977-10-16,E-wallet
1917,54513,Farrell-Suarez,1938.0,1985-02-19,Check
1918,16498,Nelson and Sons,7676.0,2021-09-28,Debit Card
1919,24559,Griffith-Bradley,46170.0,2001-03-28,Mobile Payment
1921,37482,"Zimmerman, Valencia and Gray",731.0,1975-02-19,Debit Card
1922,17387,"Campbell, Robinson and Mcbride",9.0,2022-10-03,Mobile Payment
1930,51595,Davenport PLC,937.0,2003-03-20,Check
1931,7604,Fisher-Barnes,57974.0,1976-07-26,Check
1935,6572,Mitchell and Sons,28.0,2000-01-23,Contactless Card
1936,64172,Wyatt-Davis,409.0,2007-09-07,Credit Card
1938,46465,Torres-Howell,41641.0,1974-02-28,Prepaid Card
1939,59995,Campbell Group,102625002.0,1971-06-15,Credit Card
1944,50917,Butler PLC,849535.0,1999-07-06,Cash
1947,6199,Santiago-Graves,192319143.0,1974-09-30,Check
1952,58806,Patton Inc,0.0,1975-03-28,Cash
1960,57012,Evans-Moore,2782.0,1990-03-13,Contactless Card
1962,47350,Dean LLC,1985042.0,1997-10-17,Cryptocurrency
1964,47784,Stevenson Ltd,130.0,2018-08-17,Contactless Card
1967,57830,Pena and Sons,8109.0,1973-11-20,Cryptocurrency
1972,26338,"Mcclain, Rodgers and Sims",23646.0,1976-05-12,E-wallet
1974,23760,Campbell-Wilson,2721603.0,1994-07-12,Cryptocurrency
1981,37318,"Guerrero, Chambers and Alvarez",2.0,1987-03-31,Bank Transfer
1983,1568,"Rodriguez, Garcia and Johnson",712347.0,1986-06-23,Cryptocurrency
1984,44938,"Garcia, Moore and Kennedy",37984723.0,1972-12-12,Prepaid Card
1985,2577,Smith LLC,2494364.0,2009-05-08,Cryptocurrency
1988,57924,"Fisher, Myers and Nelson",39148.0,1994-05-27,Cash
1989,24144,"Mitchell, Hernandez and Edwards",43688.0,1986-10-25,Mobile Payment
1991,29417,"Taylor, Oneal and Vasquez",30729.0,1974-08-10,Contactless Card
1993,11896,"Harris, Adkins and Roberson",2797.0,1983-05-18,E-wallet
1996,10907,"Cook, Johnson and Jackson",7.0,1980-02-18,E-wallet
1997,18099,"Lane, Sanchez and Miller",4.0,1972-04-14,Contactless Card
2002,38238,Chavez-Hill,70.0,1981-10-26,Contactless Card
2008,35487,Brown LLC,978813312.0,1981-02-14,Check
2012,46974,"Rose, Perry and Shannon",31128.0,1991-05-27,Debit Card
2014,50796,"Miller, Salinas and Valdez",13104867.0,1972-09-22,Cash
2017,4082,Barnett-Hernandez,255603047.0,1971-03-23,Cash
2023,37578,Goodman LLC,209599624.0,2023-05-23,E-wallet
2024,59714,"Pierce, Allen and Garcia",6.0,1982-11-21,Credit Card
2031,35220,"Willis, Smith and Diaz",618953844.0,1989-10-25,Bank Transfer
2032,52505,Davis Group,673479.0,2011-08-19,Bank Transfer
2040,8241,Gonzalez-Johnson,2.0,2021-04-19,Cash
2048,20861,"Bailey, Floyd and Miller",837292045.0,2007-11-11,Debit Card
2051,14222,"Peters, Gibson and Chapman",879770798.0,2017-02-03,Cash
2053,996,"Alvarado, Irwin and Ortiz",432.0,1984-07-17,Check
2056,45576,Burke-Robinson,9.0,2001-01-31,Contactless Card
2058,44266,Hamilton LLC,837.0,2003-01-28,Cryptocurrency
2067,31359,"Baker, Mitchell and Lester",911311845.0,2002-05-06,Contactless Card
2069,48994,"Fuentes, Mccormick and Rose",707450793.0,2012-08-09,Cryptocurrency
2073,8506,Williams LLC,23852940.0,1993-04-09,Debit Card
2075,32930,Jenkins-Austin,8671154.0,2006-08-12,Prepaid Card
2081,30709,"Jones, Sullivan and Carson",43.0,2019-09-17,Debit Card
2083,38349,"Roth, Moore and Davis",754.0,1989-07-27,Contactless Card
2087,24829,"Butler, Wright and Leach",7210458.0,2018-07-26,Cryptocurrency
2091,27742,Hill Ltd,1.0,2021-11-07,Mobile Payment
2095,2764,Adams PLC,536077810.0,1985-03-30,Cash
2097,36007,Torres PLC,487.0,1977-06-25,Prepaid Card
2107,15882,"Ortega, Rogers and Reed",3.0,2020-06-11,E-wallet
2110,6133,Hopkins Ltd,7295.0,1998-06-05,Contactless Card
2114,34750,Lowe Group,531.0,1976-05-24,Prepaid Card
2117,31066,Wells LLC,61572.0,2017-10-02,E-wallet
2118,50729,"Chapman, Kennedy and King",6.0,2016-02-16,Prepaid Card
2119,44652,Joyce LLC,282.0,1983-01-24,Mobile Payment
2121,38273,Martinez Inc,813423033.0,1999-08-19,Bank Transfer
2122,30223,Hobbs and Sons,1.0,1991-11-17,Cryptocurrency
2125,27516,"Salazar, Ochoa and Lee",731.0,1989-02-28,Mobile Payment
2129,48974,"Contreras, Singh and Conrad",8533617.0,1996-02-03,Check
2134,55610,Jones LLC,455.0,2000-04-21,E-wallet
2135,30897,Allison-Munoz,2997.0,1997-09-13,Mobile Payment
2136,60365,"Johnson, Olsen and Neal",2020.0,1985-06-01,Bank Transfer
2137,30644,Collins Ltd,443262.0,1992-04-17,Cryptocurrency
2138,50460,Cuevas-Solomon,457027266.0,2018-02-14,Credit Card
2142,6438,Powell-Perez,5.0,1987-10-10,Prepaid Card
2144,16133,Graham Ltd,8.0,1975-08-16,Mobile Payment
2152,1444,"Banks, Petty and Washington",74.0,1989-10-17,Mobile Payment
2156,65217,Taylor LLC,312705.0,1983-01-02,Bank Transfer
2157,16657,Esparza PLC,92.0,2017-07-28,Debit Card
2158,24547,Ortiz-Mitchell,759373.0,1989-09-12,Contactless Card
2161,10821,"Garner, Smith and Sullivan",31732.0,2009-02-20,Check
2162,25283,Osborn Inc,19.0,2009-01-01,Bank Transfer
2167,21234,Rodgers-Hill,7.0,1974-11-27,Mobile Payment
2169,15245,Murphy Group,4639844.0,1984-10-18,Cash
2173,65467,"Hutchinson, Barnes and Schwartz",430.0,1971-11-15,Mobile Payment
2179,8549,Brooks-Wallace,108.0,2015-10-21,Cash
2180,44790,Thompson Group,8875688.0,2003-09-13,Credit Card
2185,30620,Butler Group,687787.0,1987-05-09,Cash
2187,40222,Shaffer-Howard,9570.0,2023-11-08,Bank Transfer
2190,41025,Garrett LLC,560.0,1999-04-27,Contactless Card
2191,5956,Rodriguez and Sons,843335949.0,1991-12-10,Cash
2193,43161,Castro-Edwards,32.0,2006-01-19,Cryptocurrency
2194,29342,Torres Inc,21.0,1990-10-10,E-wallet
2195,20394,"Williams, Mason and Morales",6301788.0,2017-06-06,E-wallet
2197,61860,Rice-Villarreal,707.0,2015-08-28,Check
2199,62417,"Russell, Payne and Taylor",34595.0,2009-03-17,Debit Card
2200,4768,"Ruiz, Hoffman and Carter",87752708.0,1993-12-14,Cash
2205,25147,Lewis LLC,1648.0,1978-11-16,E-wallet
2206,13382,Johns-Carter,589801.0,1980-09-14,Bank Transfer
2208,50755,Bradley LLC,291.0,2000-11-15,E-wallet
2209,17706,Goodwin-Romero,8927618.0,2001-08-19,Cash
2211,21237,Ward Group,9678.0,2019-05-10,Prepaid Card
2232,52450,"Stone, Reeves and Miller",595928.0,2012-03-02,Cash
2236,54567,Chen-Barber,9651.0,1991-05-31,Cryptocurrency
2237,12511,"Summers, Phillips and Casey",23095049.0,2005-02-27,Check
2238,30460,Barrett Group,720.0,2011-04-30,Bank Transfer
2240,29752,"Blevins, Baker and Patrick",906401.0,2021-12-01,Mobile Payment
2242,18478,Walker Group,4575736.0,1975-10-08,Cryptocurrency
2252,63937,Maxwell-Yang,98.0,1977-12-10,Contactless Card
