log_id,customer_id,communication_type,timestamp
1891,64831,In-person,0 days 11:09:50
1892,23998,Mobile App,0 days 10:08:12
1896,24091,Postal Mail,0 days 08:59:05
1899,3364,Email,0 days 13:09:34
1901,52876,Postal Mail,0 days 02:55:24
1904,40946,Phone,0 days 17:08:24
1907,6153,Phone,0 days 09:28:24
1911,34284,Mobile App,0 days 11:03:20
1912,44020,Mobile App,0 days 10:07:00
1914,36721,In-person,0 days 00:22:22
1916,32612,Postal Mail,0 days 16:10:04
1921,36554,Online Chat,0 days 20:14:03
1925,59499,Mobile App,0 days 04:37:06
1927,21451,In-person,0 days 14:00:46
1928,1670,Phone,0 days 05:16:19
1929,1106,Mobile App,0 days 22:50:43
1932,42251,Postal Mail,0 days 00:01:38
1934,7891,Phone,0 days 07:05:17
1938,19328,Postal Mail,0 days 11:16:35
1939,17689,Mobile App,0 days 10:37:45
1943,26057,Phone,0 days 19:58:38
1945,397,Online Chat,0 days 11:19:44
1946,42486,Postal Mail,0 days 23:24:43
1953,44476,In-person,0 days 14:03:30
1957,24292,Online Chat,0 days 15:53:59
1961,46869,Online Chat,0 days 07:52:10
1963,58863,Postal Mail,0 days 18:43:58
1964,50302,Mobile App,0 days 09:45:27
1965,48348,Email,0 days 14:32:31
1969,30710,Online Chat,0 days 17:11:41
1974,62070,Email,0 days 17:10:39
1976,42456,Online Chat,0 days 03:31:51
1977,55846,In-person,0 days 16:34:49
1982,37983,Online Chat,0 days 12:27:06
1984,7515,Online Chat,0 days 03:13:31
1985,28035,Online Chat,0 days 04:45:15
1987,33985,In-person,0 days 04:54:24
1991,50623,Online Chat,0 days 01:01:39
1992,19389,Phone,0 days 05:35:28
1994,49707,Mobile App,0 days 05:19:19
1996,28692,Postal Mail,0 days 13:40:10
1999,17445,Online Chat,0 days 12:37:46
2003,36798,Online Chat,0 days 01:51:56
2006,44433,Email,0 days 16:19:21
2007,46254,Email,0 days 17:40:10
2008,313,Phone,0 days 23:05:32
2009,47156,Phone,0 days 11:59:04
2010,3602,Email,0 days 06:56:13
2015,13946,Mobile App,0 days 11:45:39
2016,53177,In-person,0 days 01:43:09
2020,47913,Email,0 days 13:04:38
2022,38097,In-person,0 days 05:04:35
2024,63878,Online Chat,0 days 20:56:14
2025,32642,In-person,0 days 08:12:04
2026,40569,Mobile App,0 days 00:37:56
2027,9170,Email,0 days 05:20:54
2028,18440,Phone,0 days 16:34:08
2032,23539,Mobile App,0 days 01:33:12
2037,19180,Email,0 days 07:35:17
2038,57764,Mobile App,0 days 14:53:19
2039,31082,Postal Mail,0 days 09:18:16
2041,54202,Mobile App,0 days 01:38:11
2045,62377,Email,0 days 11:22:05
2047,63736,Email,0 days 12:12:50
2049,58654,Mobile App,0 days 11:13:00
2051,5731,Postal Mail,0 days 21:33:43
2055,61529,In-person,0 days 18:08:07
2058,8867,Postal Mail,0 days 04:03:03
2059,34310,Postal Mail,0 days 12:27:30
2061,12118,Phone,0 days 14:11:24
2062,31934,Online Chat,0 days 20:22:12
2063,56141,In-person,0 days 20:29:31
2065,20383,Phone,0 days 00:00:06
2070,51157,Email,0 days 11:26:25
2071,48267,Mobile App,0 days 13:45:28
2075,5922,Online Chat,0 days 12:13:59
2081,21448,Mobile App,0 days 00:52:48
2087,64291,Email,0 days 14:53:55
2091,9034,Mobile App,0 days 01:37:27
2094,39187,Phone,0 days 17:50:49
2095,38521,Email,0 days 19:17:09
2097,19180,Email,0 days 22:07:55
2099,10079,Mobile App,0 days 19:08:49
2101,47641,Postal Mail,0 days 14:42:24
2104,31703,In-person,0 days 19:07:23
2105,26191,Phone,0 days 11:53:21
2106,51401,Mobile App,0 days 05:04:44
2111,38732,In-person,0 days 20:41:26
2113,65309,Email,0 days 12:06:47
2114,19550,Postal Mail,0 days 13:10:17
2115,3618,In-person,0 days 18:43:22
2117,37417,Online Chat,0 days 03:21:09
2132,11386,Email,0 days 02:15:11
2141,64429,Phone,0 days 14:58:57
2149,3802,Mobile App,0 days 08:00:38
2150,28419,Online Chat,0 days 08:43:20
2155,15195,Mobile App,0 days 05:30:07
2158,1440,Phone,0 days 04:08:52
2161,35683,In-person,0 days 17:33:08
2162,23994,Mobile App,0 days 07:39:10
2163,19719,Email,0 days 03:00:49
2164,62731,Mobile App,0 days 11:08:36
2167,19590,Mobile App,0 days 23:09:57
2169,35708,In-person,0 days 10:13:45
2171,24794,In-person,0 days 15:33:06
2174,62157,Email,0 days 00:35:00
2175,21996,In-person,0 days 10:50:46
2176,59014,Mobile App,0 days 20:39:31
2177,11106,Online Chat,0 days 06:10:09
2178,21489,Postal Mail,0 days 23:26:26
2179,23149,Phone,0 days 08:00:39
2180,64627,Phone,0 days 18:43:59
2185,28611,Online Chat,0 days 07:17:19
2188,54372,Mobile App,0 days 23:38:02
2190,30327,Phone,0 days 04:51:39
2191,62928,Email,0 days 18:09:45
2192,54533,Online Chat,0 days 07:28:59
2197,4640,In-person,0 days 14:48:06
2198,20290,Email,0 days 21:37:37
2202,23304,Mobile App,0 days 08:08:16
2205,12162,In-person,0 days 03:59:00
2207,36681,In-person,0 days 04:54:30
2208,56109,Online Chat,0 days 07:16:29
2210,7953,Email,0 days 05:58:13
2213,21739,Mobile App,0 days 16:29:47
2214,46828,Email,0 days 14:53:51
2217,38651,Email,0 days 12:24:24
2218,38204,Postal Mail,0 days 18:45:42
2220,625,Mobile App,0 days 12:46:25
2221,58483,Phone,0 days 01:00:06
2224,57199,Postal Mail,0 days 10:23:55
2225,21481,Postal Mail,0 days 07:10:20
2232,28643,Phone,0 days 21:31:22
2237,17462,Phone,0 days 07:51:40
2240,21485,Postal Mail,0 days 19:24:13
2241,61066,Email,0 days 11:53:47
2244,46430,Email,0 days 13:18:01
2245,619,Mobile App,0 days 18:50:59
2246,8078,Mobile App,0 days 15:25:45
2247,7530,Mobile App,0 days 08:51:12
2248,20219,Postal Mail,0 days 22:32:40
2249,53900,Online Chat,0 days 01:03:52
2254,21451,Mobile App,0 days 07:55:41
2255,57843,Postal Mail,0 days 15:01:44
2256,57695,Email,0 days 16:50:46
2257,58381,Online Chat,0 days 12:05:24
2258,3478,Mobile App,0 days 11:44:37
2260,22732,Postal Mail,0 days 06:57:09
2261,63052,Email,0 days 02:40:30
2263,13956,Online Chat,0 days 11:41:19
2269,27943,Postal Mail,0 days 05:16:25
2273,61155,Postal Mail,0 days 13:06:21
2274,30710,Phone,0 days 23:02:44
2279,5117,Postal Mail,0 days 11:42:47
2289,14672,Email,0 days 06:41:52
2290,509,Postal Mail,0 days 04:14:44
2291,46516,Mobile App,0 days 08:01:19
2292,30168,Phone,0 days 21:16:14
2297,1188,In-person,0 days 21:16:14
2299,57979,In-person,0 days 08:23:00
2305,58741,In-person,0 days 04:04:14
2308,3906,Online Chat,0 days 10:11:22
2310,4390,In-person,0 days 05:51:32
2312,35100,Email,0 days 16:26:53
2313,12733,Mobile App,0 days 21:16:25
2316,5146,Mobile App,0 days 09:49:06
2317,13220,Phone,0 days 01:17:51
2325,36557,Email,0 days 23:22:10
2328,37559,Online Chat,0 days 23:59:47
2332,33894,Phone,0 days 12:17:41
2334,8287,Mobile App,0 days 03:41:04
2335,28180,Phone,0 days 17:24:14
2338,59470,Postal Mail,0 days 21:28:01
2342,49408,Phone,0 days 13:39:10
2349,5742,Mobile App,0 days 12:46:52
2351,32222,In-person,0 days 10:08:26
2353,39400,Mobile App,0 days 21:29:44
2357,43896,Online Chat,0 days 13:39:04
2359,24549,Email,0 days 13:15:20
2360,48653,Online Chat,0 days 06:21:32
2361,21106,Postal Mail,0 days 00:24:07
2362,51020,In-person,0 days 08:27:12
2364,5878,Postal Mail,0 days 15:18:46
2367,34673,Postal Mail,0 days 19:43:20
2368,31708,Email,0 days 05:44:57
2369,51378,Mobile App,0 days 15:10:47
2371,10790,In-person,0 days 12:13:16
2377,4369,Email,0 days 03:29:19
2378,53536,Email,0 days 12:27:02
2381,52892,Postal Mail,0 days 12:12:30
2383,23380,Postal Mail,0 days 02:17:13
2389,63382,Email,0 days 12:35:44
2391,4104,Online Chat,0 days 03:08:59
2395,21997,Postal Mail,0 days 17:31:52
2399,60615,Postal Mail,0 days 15:30:59
2400,56084,Postal Mail,0 days 22:55:30
2402,55511,Online Chat,0 days 11:37:51
2404,53823,Mobile App,0 days 01:36:37
2410,62185,Postal Mail,0 days 05:40:33
2411,25150,Mobile App,0 days 16:09:13
2414,60471,Online Chat,0 days 07:25:35
2416,35439,Phone,0 days 02:55:50
2417,10410,Online Chat,0 days 14:14:04
2419,31995,Postal Mail,0 days 09:14:36
2421,64531,Phone,0 days 05:57:45
2425,29548,Postal Mail,0 days 04:56:10
2426,35205,Postal Mail,0 days 21:48:55
2434,15765,Email,0 days 07:34:27
2440,11706,Mobile App,0 days 15:16:33
2441,56726,Online Chat,0 days 05:07:49
2452,22060,Mobile App,0 days 18:19:48
2457,34928,Email,0 days 13:37:37
2461,88,Postal Mail,0 days 18:51:44
2464,42082,Postal Mail,0 days 15:56:01
2465,11733,Email,0 days 00:48:35
2469,59878,In-person,0 days 17:04:11
2471,64404,Mobile App,0 days 11:29:26
2477,36210,Mobile App,0 days 22:23:35
2481,57299,Postal Mail,0 days 06:58:27
2483,14044,Mobile App,0 days 21:16:21
2485,20383,Mobile App,0 days 07:13:04
2488,65346,Online Chat,0 days 02:50:10
2493,60572,In-person,0 days 14:44:30
2495,16298,Phone,0 days 00:05:05
2496,25403,Online Chat,0 days 20:36:41
2501,62321,Online Chat,0 days 13:18:41
2503,1113,Postal Mail,0 days 21:54:22
2509,47083,In-person,0 days 02:34:19
2519,8656,Postal Mail,0 days 08:15:19
2520,39421,Postal Mail,0 days 02:52:34
2521,41535,Email,0 days 00:46:42
2523,7608,Online Chat,0 days 01:59:30
2526,9678,Postal Mail,0 days 15:47:17
2533,30191,Phone,0 days 10:43:04
2537,47210,Postal Mail,0 days 19:23:08
2538,36421,In-person,0 days 12:46:40
2540,56871,Phone,0 days 19:01:06
2541,10312,Postal Mail,0 days 22:52:41
2543,31818,Phone,0 days 14:07:52
2544,34283,Email,0 days 14:30:20
2546,8548,In-person,0 days 11:55:27
2547,50308,Online Chat,0 days 07:27:55
2549,21681,Mobile App,0 days 02:19:11
2550,13785,Phone,0 days 02:03:31
2553,41778,Online Chat,0 days 07:58:03
2557,25150,Email,0 days 23:05:15
2558,45693,Mobile App,0 days 01:34:10
2560,61134,Online Chat,0 days 08:45:16
2562,14822,In-person,0 days 10:33:14
2563,28327,Online Chat,0 days 05:38:25
2567,10808,Online Chat,0 days 02:49:08
2570,63182,Email,0 days 00:22:02
2576,31457,Mobile App,0 days 13:07:52
2577,37739,Phone,0 days 10:25:50
2580,30650,Postal Mail,0 days 12:28:11
2582,46513,Phone,0 days 07:45:32
2584,28914,In-person,0 days 10:32:48
2585,32864,Online Chat,0 days 15:37:24
2586,5552,Mobile App,0 days 19:52:30
2594,20674,In-person,0 days 18:38:53
2597,43331,Email,0 days 03:05:32
2598,62866,Email,0 days 22:09:56
2600,24265,Online Chat,0 days 22:03:15
2607,42087,Mobile App,0 days 23:08:17
2609,32674,Mobile App,0 days 15:23:23
2610,17248,Postal Mail,0 days 01:52:08
2615,46725,Online Chat,0 days 19:47:11
2616,28901,Phone,0 days 15:16:41
2617,63869,Email,0 days 11:01:36
2618,61134,Online Chat,0 days 09:04:44
2619,37791,Phone,0 days 08:20:28
2621,36710,Online Chat,0 days 02:51:47
2622,55021,Mobile App,0 days 01:11:15
2624,47646,In-person,0 days 14:48:28
2627,34591,Postal Mail,0 days 17:59:52
2628,39590,In-person,0 days 02:21:07
2629,23940,Phone,0 days 23:54:07
2632,28824,Online Chat,0 days 07:31:31
2634,57991,Mobile App,0 days 07:35:55
2635,11420,Online Chat,0 days 15:23:57
2636,11751,Phone,0 days 12:16:21
2641,9636,Postal Mail,0 days 02:01:27
2644,21136,Mobile App,0 days 06:56:34
2647,57673,Phone,0 days 06:11:48
2656,9311,In-person,0 days 22:07:04
2657,25181,Online Chat,0 days 00:42:50
2660,1055,Email,0 days 19:40:36
2665,64228,Online Chat,0 days 04:22:56
2666,23861,Phone,0 days 23:08:58
2669,45266,Email,0 days 18:04:28
2673,4841,Email,0 days 15:25:59
2679,33688,Online Chat,0 days 10:49:21
2681,24668,Online Chat,0 days 19:33:51
2687,49705,In-person,0 days 22:59:18
2688,27755,Online Chat,0 days 12:05:51
2695,39684,Postal Mail,0 days 18:32:30
2696,47426,Postal Mail,0 days 15:05:09
2698,29007,Email,0 days 05:11:05
2702,59486,Phone,0 days 23:11:36
2703,7373,Email,0 days 11:13:00
2707,62494,Phone,0 days 08:34:18
2711,65349,Email,0 days 00:35:10
2713,34314,Mobile App,0 days 01:02:12
2714,29934,Postal Mail,0 days 22:12:15
2715,46843,Postal Mail,0 days 12:15:10
2717,64842,In-person,0 days 02:13:11
2718,54904,Postal Mail,0 days 02:46:06
2723,60296,Postal Mail,0 days 07:43:13
2724,30064,In-person,0 days 10:48:46
2727,33564,Email,0 days 19:31:21
2730,37098,Online Chat,0 days 20:25:06
2737,62717,Email,0 days 12:24:53
2739,28630,Email,0 days 01:19:27
2740,18855,Phone,0 days 07:50:21
2741,15114,Email,0 days 00:21:51
2748,10460,Mobile App,0 days 16:07:22
2754,15825,Online Chat,0 days 20:54:22
2760,47781,In-person,0 days 16:43:14
2763,508,Email,0 days 01:04:25
2764,56078,Phone,0 days 15:20:26
2765,10031,In-person,0 days 21:46:57
2767,43077,Online Chat,0 days 15:44:11
2768,20094,Email,0 days 20:04:57
2770,48338,Online Chat,0 days 05:20:30
2776,24426,Phone,0 days 08:27:09
2777,28161,In-person,0 days 04:00:35
2781,33553,Email,0 days 10:55:26
2783,60812,Postal Mail,0 days 03:27:45
2785,37348,Online Chat,0 days 16:27:58
2786,60391,Online Chat,0 days 09:43:39
2793,38901,Online Chat,0 days 00:34:39
2794,44820,Email,0 days 23:28:24
2800,61830,In-person,0 days 13:20:23
2801,63195,Online Chat,0 days 00:12:34
2804,65326,Postal Mail,0 days 11:00:53
2806,43762,In-person,0 days 16:15:31
2812,33620,Postal Mail,0 days 13:28:52
2814,18368,Mobile App,0 days 21:44:17
2815,48891,Postal Mail,0 days 23:15:42
2816,56760,Postal Mail,0 days 04:28:37
2822,45250,Email,0 days 17:33:19
2823,36986,In-person,0 days 21:43:34
2824,50424,Online Chat,0 days 15:45:27
2825,64646,Email,0 days 12:07:19
2827,14795,Online Chat,0 days 00:15:27
2828,6777,Online Chat,0 days 07:39:55
2829,14556,Phone,0 days 02:43:20
2831,48117,Phone,0 days 17:14:00
2837,14927,Online Chat,0 days 10:19:41
2838,20178,Phone,0 days 05:55:14
2842,6733,Postal Mail,0 days 07:51:10
2844,22608,Email,0 days 08:20:27
2845,32298,Postal Mail,0 days 09:31:24
2847,37042,Online Chat,0 days 21:41:40
2849,51088,Postal Mail,0 days 20:09:53
2852,51087,Phone,0 days 04:20:18
2855,9225,Phone,0 days 06:58:23
2857,16780,In-person,0 days 21:09:49
2858,61875,Mobile App,0 days 02:59:07
2861,55590,Online Chat,0 days 03:16:27
2862,10620,Email,0 days 16:42:52
2866,16737,Phone,0 days 12:49:06
2870,55602,Postal Mail,0 days 22:18:22
2873,7989,In-person,0 days 01:51:25
2874,41620,In-person,0 days 16:11:34
2876,3370,Mobile App,0 days 07:43:25
2877,20547,Email,0 days 02:01:33
2878,19480,In-person,0 days 05:54:33
2879,2901,Postal Mail,0 days 11:53:44
2880,63861,In-person,0 days 04:04:10
2881,31356,In-person,0 days 03:39:37
2886,34565,Online Chat,0 days 01:13:57
2893,28547,Mobile App,0 days 02:42:42
2896,18301,Phone,0 days 21:50:42
2897,64051,Phone,0 days 10:14:30
2898,58903,Phone,0 days 00:38:46
2903,2905,Postal Mail,0 days 07:12:30
2908,4337,Postal Mail,0 days 16:03:55
2910,59055,Phone,0 days 03:40:05
2911,50271,In-person,0 days 22:29:10
2912,29145,Online Chat,0 days 10:04:53
2913,46928,Online Chat,0 days 12:54:11
2914,13503,In-person,0 days 05:36:52
2915,50174,Online Chat,0 days 11:47:30
2916,21933,Phone,0 days 11:40:01
2920,17462,Phone,0 days 13:17:55
2924,11673,Postal Mail,0 days 13:20:29
2929,28420,Phone,0 days 06:31:51
2930,27329,Mobile App,0 days 02:23:09
2934,7235,In-person,0 days 08:34:10
2946,23198,Mobile App,0 days 13:07:40
2949,37369,Email,0 days 07:10:27
2953,55141,Online Chat,0 days 01:52:13
2962,26215,In-person,0 days 02:59:28
2963,10501,Phone,0 days 14:29:12
2966,23196,Online Chat,0 days 19:04:32
2968,63904,Online Chat,0 days 16:52:04
2974,62673,In-person,0 days 15:57:53
2975,46396,Phone,0 days 11:27:26
2976,833,Online Chat,0 days 10:23:39
2977,53415,Postal Mail,0 days 12:32:35
2989,19136,In-person,0 days 10:02:41
2991,18289,Online Chat,0 days 16:12:21
2993,57794,In-person,0 days 06:09:20
2994,13059,Mobile App,0 days 11:28:20
2998,20254,Postal Mail,0 days 09:03:20
2999,33554,Email,0 days 13:12:28
3003,52553,Email,0 days 21:40:39
3004,35689,Online Chat,0 days 09:33:34
3005,44418,Postal Mail,0 days 05:48:54
3010,61236,Mobile App,0 days 14:32:14
3013,46785,Mobile App,0 days 06:52:21
3017,44279,Email,0 days 16:57:23
3018,48485,Mobile App,0 days 05:26:15
3024,39203,Postal Mail,0 days 09:56:19
3025,29872,Online Chat,0 days 18:47:17
3026,8897,Postal Mail,0 days 09:39:34
3027,41835,In-person,0 days 05:59:48
3028,45259,In-person,0 days 17:03:00
3030,54984,Phone,0 days 18:44:07
3032,54585,Online Chat,0 days 13:22:50
3033,21782,Online Chat,0 days 22:37:48
3038,12015,Phone,0 days 20:20:19
3042,11117,Online Chat,0 days 20:43:18
3043,65003,Phone,0 days 10:14:15
3044,27978,Online Chat,0 days 09:12:44
3045,54297,Postal Mail,0 days 11:23:10
3049,36176,Mobile App,0 days 05:02:26
3055,28077,Email,0 days 01:59:41
3057,24391,Mobile App,0 days 17:01:11
3066,58578,Email,0 days 04:36:00
3071,16250,Online Chat,0 days 16:29:19
3074,22562,In-person,0 days 19:05:14
3075,62946,Email,0 days 19:12:37
3079,11868,Postal Mail,0 days 05:51:02
3084,47313,Postal Mail,0 days 02:21:19
3088,11727,Mobile App,0 days 17:22:53
3090,48695,In-person,0 days 01:48:37
3092,54394,Online Chat,0 days 10:22:18
3097,54803,Mobile App,0 days 02:27:39
3100,16858,Postal Mail,0 days 13:05:37
3110,61119,Mobile App,0 days 02:21:15
3119,10964,Mobile App,0 days 15:23:19
3120,33252,Email,0 days 09:53:57
3123,45240,Phone,0 days 05:04:11
3125,44321,Online Chat,0 days 08:11:59
3127,14253,In-person,0 days 07:01:22
3129,6529,Email,0 days 09:38:32
3131,1123,Postal Mail,0 days 13:02:30
3132,40133,Email,0 days 02:34:13
3133,4114,In-person,0 days 21:44:59
3135,21740,Phone,0 days 14:34:40
3136,7702,Phone,0 days 13:37:30
3137,48788,Online Chat,0 days 11:06:42
3139,36377,Email,0 days 00:12:23
3143,16325,In-person,0 days 18:40:39
3144,64570,Email,0 days 22:21:56
3145,22511,Mobile App,0 days 10:39:51
3147,6744,Postal Mail,0 days 02:58:08
3148,49712,Online Chat,0 days 01:46:39
3150,34619,Phone,0 days 15:28:04
3152,7069,Email,0 days 17:38:47
3156,38122,Email,0 days 14:20:30
3162,58878,In-person,0 days 14:53:13
3163,29913,Mobile App,0 days 03:37:46
3165,32357,Online Chat,0 days 21:27:36
3167,35735,In-person,0 days 07:21:04
3172,24560,Postal Mail,0 days 13:35:56
3178,30288,Postal Mail,0 days 15:31:08
3180,29105,Phone,0 days 04:26:59
3182,42552,Postal Mail,0 days 19:31:34
3183,25514,Online Chat,0 days 20:07:35
3184,6041,Mobile App,0 days 01:48:48
3186,22192,In-person,0 days 13:40:05
3195,30841,Email,0 days 09:15:09
3199,23871,Email,0 days 17:38:19
3212,63491,Online Chat,0 days 18:26:50
3213,34597,Postal Mail,0 days 13:42:16
3220,8591,In-person,0 days 01:23:56
3221,47301,Email,0 days 07:23:08
3223,53287,In-person,0 days 15:35:00
3228,50333,In-person,0 days 18:24:09
3229,20346,Postal Mail,0 days 03:00:31
3232,39197,Phone,0 days 13:35:37
3239,41514,Postal Mail,0 days 00:19:27
3243,65020,Online Chat,0 days 07:59:25
3249,40856,Online Chat,0 days 00:24:21
3252,53287,Online Chat,0 days 10:10:00
3254,56353,Postal Mail,0 days 04:05:57
3255,48452,Mobile App,0 days 11:29:21
3256,46590,Email,0 days 00:08:19
3257,6844,Phone,0 days 05:24:43
3258,38609,Mobile App,0 days 07:16:36
3259,53133,Phone,0 days 02:29:06
3262,60011,Email,0 days 01:57:50
3269,13608,Email,0 days 04:58:23
3271,24398,Postal Mail,0 days 21:42:20
3272,63901,Email,0 days 13:32:40
3274,46733,Online Chat,0 days 14:06:37
3279,26741,Email,0 days 18:38:40
3282,43111,Postal Mail,0 days 15:22:21
3284,29724,Phone,0 days 21:54:57
3285,50918,Postal Mail,0 days 06:41:24
3286,45837,In-person,0 days 17:11:13
3289,1106,Postal Mail,0 days 17:50:59
3291,13821,In-person,0 days 01:58:53
3294,43816,In-person,0 days 02:11:44
3296,23941,Mobile App,0 days 01:10:59
3301,9506,In-person,0 days 22:24:06
3305,49041,Email,0 days 08:51:21
3313,44195,Postal Mail,0 days 20:57:35
3315,1660,Online Chat,0 days 13:11:22
3317,65384,Email,0 days 10:56:21
3321,44469,Postal Mail,0 days 00:53:36
3324,47841,Email,0 days 13:01:49
3326,12143,Email,0 days 22:57:28
3327,10565,Phone,0 days 12:03:33
3328,17015,In-person,0 days 16:10:41
3329,9897,Online Chat,0 days 06:26:15
3332,11284,In-person,0 days 00:47:25
3335,24184,Email,0 days 09:35:01
3339,43010,Phone,0 days 18:38:11
3342,29303,Online Chat,0 days 03:36:35
3345,24249,Mobile App,0 days 17:30:05
3350,17930,In-person,0 days 22:08:24
3351,33036,Postal Mail,0 days 22:48:29
3356,51489,Postal Mail,0 days 12:25:20
3357,39650,Email,0 days 17:27:39
3359,6490,Email,0 days 11:27:37
3362,50678,Online Chat,0 days 17:49:20
3366,57103,Online Chat,0 days 03:31:03
3370,39042,Mobile App,0 days 12:45:06
3371,33178,In-person,0 days 05:24:01
3372,23287,Online Chat,0 days 03:43:32
3373,41831,Online Chat,0 days 13:34:38
3375,34076,In-person,0 days 16:48:17
3378,43816,Postal Mail,0 days 03:50:15
3381,53363,Email,0 days 18:10:47
3382,12068,Online Chat,0 days 07:21:45
3391,31591,Email,0 days 08:39:47
3393,27339,Postal Mail,0 days 05:45:02
3396,19074,Online Chat,0 days 11:59:08
3401,23655,Phone,0 days 18:29:35
3403,19773,Postal Mail,0 days 20:08:49
3404,30528,Mobile App,0 days 05:09:03
3405,59247,Email,0 days 09:19:43
3409,52286,Postal Mail,0 days 02:36:10
3410,47646,In-person,0 days 07:37:40
3413,55331,Online Chat,0 days 00:50:53
3415,31598,Online Chat,0 days 18:27:00
3417,37321,Online Chat,0 days 09:36:53
3419,59327,Mobile App,0 days 16:47:27
3420,56018,Online Chat,0 days 09:07:22
3421,43089,Online Chat,0 days 02:41:06
3423,20085,Postal Mail,0 days 02:18:34
3426,48671,Phone,0 days 14:34:52
3429,1663,In-person,0 days 17:32:42
3432,12839,Phone,0 days 02:22:38
3433,8420,Online Chat,0 days 15:09:38
3437,7953,Phone,0 days 23:38:29
3438,63737,Postal Mail,0 days 15:25:16
3440,58817,Phone,0 days 02:25:15
3443,26728,Email,0 days 22:04:19
3444,7890,Mobile App,0 days 22:43:51
